
20,129
309,855
408,217
824,38
848,553
590,491
625,672
113,831
822,256
743,335
341,513
777,587
795,853
486,10
375,790
934,731
530,961
285,204
791,587
142,801
636,737
122,583
29,534
853,461
224,748
537,689
854,118
548,649
154,777
96,225
951,144
358,785
507,770
696,121
63,669
81,559
602,773
511,514
451,596
719,514
382,562
234,778
280,479
971,30
551,129
266,378
354,236
198,648
215,213
687,432
595,927
764,459
424,283
169,939
537,425
352,791
904,80
34,66
276,65
52,448
692,130
444,170
297,209
577,234
921,346
49,901
734,885
553,997
62,853
457,969
317,972
447,529
612,477
66,532
304,883
715,525
270,804
93,166
736,616
531,606
178,389
116,273
628,521
99,450
214,455
841,59
162,250
291,880
903,311
58,539
501,878
626,427
280,653
765,466
701,836
529,579
54,282
792,927
470,236
814,574
430,705
95,323
38,704
455,604
719,681
331,541
320,970
737,307
740,642
666,137
510,937
235,299
543,852
456,133
671,153
12,640
432,266
816,840
698,399
45,603
737,715
995,968
262,96
838,616
865,576
192,403
184,369
423,897
867,533
925,163
798,343
137,381
515,882
364,946
111,167
829,425
521,742
316,792
311,104
869,189
683,138
533,311
102,590
997,376
25,111
786,845
737,79 
450,746
110,878
205,632
952,986
346,355
617,393
195,257
953,79
529,405
492,793
331,898
424,343
523,74
772,703
17,157
898,616
612,784
640,368
69,807
739,987
834,525
122,894
464,80
283,21
11,617
976,268
843,731
601,412
371,365
15,594
676,131
459,88
64,747
458,334
808,879
152,857
304,149
238,815
401,975
802,11
199,993
577,723
489,809
705,108
821,379
197,678
944,295
357,711
114,910
279,269
707,287
447,881
463,832
456,920
404,558
936,304
582,897
11,23
542,522
177,928
101,448
11,450
344,639
343,648
9,810
877,263
289,282
818,421
617,829
741,559
133,701
594,307
492,896
127,225
219,314
682,893
219,360
80,569
693,510
740,749
281,263
116,41
651,943
629,41
74,998
525,86
15,103
309,559
311,459
980,750
484,554
113,626
187,326
374,45
41,137
93,289
43,349
406,653
486,350
817,387
417,224
342,365
160,438
23,766
292,318
875,358
198,992
956,332
889,561
753,443
267,527
225,923
726,980
760,283
358,713
363,272
242,130
386,685
418,627
946,701
10,874
109,151
206,822
228,261
295,706
558,819
709,558
489,495
189,692
895,190
204,524
563,48
207,241
450,18
422,431
782,229
994,946
84,333
324,259
723,626
22,373
158,952
862,250
816,365
440,442
35,883
904,446
21,770
810,761
542,583
517,719
229,391
181,416
376,885
412,213
151,478
683,117
666,434
83,30
983,213
36,788
575,6
764,292
230,519
384,769
104,361
523,283
920,551
589,394
672,365
373,982
810,292
990,386
372,766
651,898
293,197
505,310
885,505
956,774
51,516
756,597
463,747
193,948
143,694
448,194
280,832
296,908
417,4
939,57
223,643
367,601
451,653
960,745
975,356
